id,name,names,external_ids,website,wikipedia
53,Eindhoven University of Technology,"{""ru"":""Технический университет Эйндховена"",""es"":""Universidad de Tecnología de Eindhoven"",""zh"":""埃因霍温工业大学"",""ar"":""جامعة ايندهوفن للتكنولوجيا"",""fr"":""Université technique d'Eindhoven"",""de"":""Technische Universiteit Eindhoven"",""ja"":""アイントホーフェン工科大学"",""ko"":""아인트호벤 공과대학"",""pt"":""Universidade de Tecnologia de Eindhoven"",""nl"":""Technische Universiteit Eindhoven""}","{""ISNI"":""0000 0004 0398 8763"",""FundRef"":""501100003005"",""OrgRef"":""9706"",""Wikidata"":""Q280824""}",http://www.tue.nl,http://en.wikipedia.org/wiki/Eindhoven_University_of_Technology
54,Macquarie University,"{""ru"":""Университет Макуайри"",""es"":""Universidad Macquarie"",""zh"":""麦考瑞大学"",""ar"":""جامعة ماكواري"",""fr"":""L'université de Macquarie"",""de"":""Macquarie University"",""ja"":""マッコーリー大学"",""ko"":""맥쿼리대학교"",""pt"":""Universidade de Macquarie""}","{""ISNI"":""0000 0001 2158 5405"",""FundRef"":""501100001230"",""OrgRef"":""19735"",""Wikidata"":""Q741082""}",http://www.mq.edu.au,http://en.wikipedia.org/wiki/Macquarie_University
55,University of Wollongong,"{""ru"":""Университет Вуллонгонга"",""es"":""Universidad de Wollongong"",""zh"":""卧龙冈大学"",""ar"":""جامعة ولونغونغ"",""fr"":""Université de Wollongong"",""de"":""University of Wollongong"",""ja"":""ウーロンゴン大学"",""ko"":""울런공대학교"",""pt"":""Universidade de Wollongong""}","{""ISNI"":""0000 0004 0486 528X"",""FundRef"":""501100001777"",""OrgRef"":""461935"",""Wikidata"":""Q1350021""}",http://www.uow.edu.au,http://en.wikipedia.org/wiki/University_of_Wollongong
56,Voronezh State Technical University,,"{""OrgRef"":""47000377""}",http://www.vorstu.ru,http://ru.wikipedia.org/wiki/Воронежский_государственный_технический_университет
57,"Imperial College of Science, Technology and Medicine","{""ru"":""Имперский колледж Лондона"",""es"":""Colegio Imperial de Ciencia, Tecnología y Medicina"",""zh"":""伦敦帝国学院"",""ar"":""الكلية الامبريالية للعلوم والتكنولوجيا والطب"",""fr"":""Collège Impérial de Sciences Technique et de Médecine"",""de"":""The Imperial College of Science, Technology and Medicine"",""ja"":""インペリアル・カレッジ・ロンドン"",""ko"":""임페리얼칼리지 런던"",""pt"":""Colégio Imperial de Londres"",""cy"":""Coleg Imperial Llundain""}","{""ISNI"":""0000 0001 2113 8111"",""FundRef"":""501100000850"",""HESA"":""0132"",""UCAS"":""I50"",""UKPRN"":""10003270"",""OrgRef"":""2244729"",""Wikidata"":""Q189022""}",http://www.imperial.ac.uk,https://en.wikipedia.org/wiki/Imperial_College_London
58,Victoria University of Wellington,"{""mi"":""Te Whare Wānanga o Te Ūpoko o Te Ika a Māui""}","{""ISNI"":""0000 0001 2292 3111"",""FundRef"":""501100005889"",""OrgRef"":""32776"",""Wikidata"":""Q1150437""}",http://www.victoria.ac.nz,http://en.wikipedia.org/wiki/Victoria_University_of_Wellington
59,University of South Australia,[],"{""ISNI"":""0000 0000 8994 5086"",""FundRef"":""501100001787"",""OrgRef"":""335415"",""Wikidata"":""Q15576""}",http://www.unisa.edu.au,http://en.wikipedia.org/wiki/University_of_South_Australia
60,University of Geneva,"{""ru"":""Университет Женевы"",""es"":""Universidad de Ginebra"",""zh"":""日内瓦大学"",""ar"":""جامعة جنيف"",""fr"":""Université de Genève"",""de"":""University of Geneva"",""ja"":""ジュネーヴ大学"",""ko"":""제네바대학교"",""pt"":""Universidade de Genebra"",""it"":""Università di Ginevra""}","{""ISNI"":""0000 0001 2322 4988"",""FundRef"":""501100006389"",""OrgRef"":""47003041"",""Wikidata"":""Q503473""}",http://www.unige.ch,http://en.wikipedia.org/wiki/University_of_Geneva
61,Voronezh Institute of High Technologies,"{""ru"":""Воронежский институт высоких технологий""}",,http://vivt.ru,http://ru.wikipedia.org/wiki/Воронежский_институт_высоких_технологий
62,University of Canterbury,,"{""ISNI"":""0000 0001 2179 1970"",""FundRef"":""100008414"",""OrgRef"":""32242"",""Wikidata"":""Q432475""}",http://www.canterbury.ac.nz,http://en.wikipedia.org/wiki/University_of_Canterbury
63,London School of Economics and Political Science,"{""ru"":""Лондонская школа экономики и политических наук"",""es"":""Escuela de Economía y Ciencia Política de Londres"",""zh"":""伦敦政治经济学院"",""ar"":""كلية لندن للاقتصاد والعلوم السياسية"",""fr"":""École de sciences économiques et politiques de Londres"",""de"":""London School of Economics and Political Science"",""ja"":""LSE ロンドン・スクール・オブ・エコノミクス・アンド・ポリティカル・サイエンス（ロンドン大学）"",""ko"":""런던정치경제대학"",""pt"":""Escola de Economia e Ciência Política de Londres"",""cy"":""Ysgol Economeg a Gwyddor Gwleidyddiaeth Llundain""}","{""ISNI"":""0000 0001 0789 5319"",""HESA"":""0137"",""UCAS"":""L72"",""UKPRN"":""10004063"",""OrgRef"":""67704"",""Wikidata"":""Q174570""}",http://www.lse.ac.uk,http://en.wikipedia.org/wiki/London_School_of_Economics
64,Swiss Federal Institute of Technology Lausanne,"{""ru"":""Федеральная политехническая школа Лозанны"",""es"":""Instituto Federal Suizo de Tecnología de Lausana"",""zh"":""洛桑联邦理工学院"",""ar"":""مدرسة التكنولوجيا الفيدرالية بلوزان"",""fr"":""École polytechnique fédérale de Lausanne"",""de"":""Eidgenössische Technische Hochschule (ETH) Lausanne"",""ja"":""スイス連邦工科大学ローザンヌ校"",""ko"":""스위스 연방공과대학"",""pt"":""Instituto Federal Suíço de Tecnologia de Lausanne""}",,http://www.epfl.ch,http://en.wikipedia.org/wiki/École_Polytechnique_Fédérale_de_Lausanne
65,Swiss Federal Institute of Technology Zurich,"{""ru"":""Швейцарская высшая техническая школа Цюриха"",""es"":""Instituto Federal Suizo de Tecnología de Zúrich"",""zh"":""苏黎世联邦理工学院"",""ar"":""المعهد السويسري الاتحادي للتكنولوجيا في مدينة زيورخ"",""fr"":""École polytechnique fédérale de Zurich"",""de"":""Eidgenössische Technische Hochschule Zürich"",""ja"":""スイス連邦チューリッヒ工科大学"",""ko"":""스위스취히리연방공과대학"",""pt"":""Instituto Federal Suíço de Tecnologia de Zurique"",""it"":""Politecnico federale di Zurigo""}","{""ISNI"":""0000 0001 2156 2780"",""FundRef"":""501100001710"",""OrgRef"":""210910"",""Wikidata"":""Q11942""}",http://www.ethz.ch,http://en.wikipedia.org/wiki/ETH_Zurich
66,Voronezh State Agricultural University,,,http://www.vsau.ru,http://ru.wikipedia.org/wiki/Воронежский_государственный_аграрный_университет
67,Harvard University,"{""ru"":""Гарвардский университет"",""es"":""Universidad de Harvard"",""zh"":""哈佛大学"",""ar"":""جامعة هارفارد"",""fr"":""Université d'Harvard"",""de"":""Universität Harvard"",""ja"":""ハーバード大学"",""ko"":""하버드대학교"",""pt"":""Universidade de Harvard"",""en"":""Harvard University""}","{""ISNI"":""000000041936754X"",""FundRef"":""100007301"",""OrgRef"":""329529"",""Wikidata"":""Q13371""}",http://www.harvard.edu,http://en.wikipedia.org/wiki/Harvard_University
68,Voronezh State University of Architecture and Civil Engineering,,,http://www.vgasu.vrn.ru,http://ru.wikipedia.org/wiki/Воронежский_государственный_архитектурно-
69,University of Pierre and Marie Curie,"{""ru"":""Университет имени Пьера и Марии Кюри (Париж VI),"",""es"":""Universidad Pierre y Marie Curie - París VI"",""zh"":""巴黎第六大学"",""ar"":""(باريس السادسة (بيار وماري كوري"",""fr"":""UPMC (Université Pierre et Marie CURIE)"",""de"":""Universität Pierre und Marie Curie"",""ja"":""パリ第6大学"",""ko"":""파리제6대학"",""pt"":""Universidade Pierre&Marie Curie""}","{""ISNI"":""0000 0001 1955 3500"",""FundRef"":""501100005737"",""OrgRef"":""4732720"",""Wikidata"":""Q1144549""}",http://www.upmc.fr,http://en.wikipedia.org/wiki/Pierre_and_Marie_Curie_University
70,China Europe International Business School,"{""zh"":""中欧国际工商学院""}","{""ISNI"":""0000 0004 0605 1853"",""OrgRef"":""1330199"",""Wikidata"":""Q1073268""}",http://www.ceibs.edu,http://en.wikipedia.org/wiki/China_Europe_International_Business_School
71,University of Toronto,"{""ru"":""Торонтский университет"",""es"":""Universidad de Toronto"",""zh"":""多伦多大学"",""ar"":""جامعة تورونتو"",""fr"":""Université de Toronto"",""de"":""University of Toronto"",""ja"":""トロント大学"",""ko"":""토론토대학교"",""pt"":""Universidade de Toronto""}","{""FundRef"":""501100006151"",""OrgRef"":""5303285"",""Wikidata"":""Q180865""}",http://www.utoronto.ca,http://en.wikipedia.org/wiki/University_of_Toronto
72,Russian Academy of Justice,,,http://www.raj.ru,http://en.wikipedia.org/wiki/Russian_Academy_of_Justice
73,University of Tokyo,"{""ru"":""Токийский университет"",""es"":""Universidad de Tokio"",""zh"":""东京大学"",""ar"":""جامعة طوكيو"",""fr"":""Université de Tokyo"",""de"":""Universität Tokio"",""ja"":""东京大学"",""ko"":""도쿄대학"",""pt"":""Universidade de Tóquio""}","{""ISNI"":""0000 0001 2151 536X"",""FundRef"":""501100004721"",""OrgRef"":""166215"",""Wikidata"":""Q7842""}",http://www.u-tokyo.ac.jp,http://en.wikipedia.org/wiki/University_of_Tokyo
74,Bangkok University,"{""th"":""มหาวิทยาลัยกรุงเทพ""}","{""ISNI"":""0000 0001 1271 5407"",""FundRef"":""100007712"",""OrgRef"":""3926261"",""Wikidata"":""Q806480""}",http://www.bu.ac.th,http://en.wikipedia.org/wiki/Bangkok_University
75,Seoul National University,"{""ru"":""Сеульский национальный университет"",""es"":""Universidad Nacional de Seúl"",""zh"":""首尔国立大学"",""ar"":""جامعة سيول الوطنية"",""fr"":""Université nationale de Séoul"",""de"":""Staatliche Universität Seoul"",""ja"":""ソウル大学"",""ko"":""서울대학교"",""pt"":""Universidade Nacional de Seul""}","{""ISNI"":""0000 0004 0470 5905"",""FundRef"":""501100002551"",""OrgRef"":""196029"",""Wikidata"":""Q39913""}",http://www.snu.ac.kr,http://en.wikipedia.org/wiki/Seoul_National_University
76,University of Brasília,"{""fr"":""Université de brasilia"",""es"":""Universidad de Brasilia"",""pt"":""Universidade de Brasília""}","{""ISNI"":""0000 0001 2238 5157"",""FundRef"":""100008994"",""OrgRef"":""2377528"",""Wikidata"":""Q1330634""}",http://www.unb.br,http://en.wikipedia.org/wiki/University_of_Brasília
77,Al-Farabi University,"{""ru"":""Казахский национальный университет имени аль-Фараби"",""kk"":""Әл-Фараби атындағы Қазақ ұлттық университеті""}","{""ISNI"":""0000 0000 8887 5266"",""OrgRef"":""2829824"",""Wikidata"":""Q427677""}",http://www.kaznu.kz,http://en.wikipedia.org/wiki/Al-Farabi_University
78,University of Milano,"{""ru"":""Миланский университет"",""es"":""Universidad de Milán"",""zh"":""米兰大学"",""ar"":""جامعة ميلانو"",""fr"":""Université de Milan"",""de"":""Universität Mailand"",""ja"":""ミラノ大学"",""ko"":""밀라노대학교"",""pt"":""Universidade de Milão"",""ca"":""Universitat de Milà"",""it"":""Università degli Studi di Milano""}","{""ISNI"":""0000 0004 1757 2822"",""OrgRef"":""453576"",""Wikidata"":""Q46210""}",http://www.unimi.it,http://en.wikipedia.org/wiki/University_of_Milan
23786,London School of Business and Finance,[],,http://www.lsbf.edu.sg,https://en.wikipedia.org/wiki/London_School_of_Business_and_Finance
23787,London School of Business and Finance,[],,http://www.lsbf.edu.sg/,"3Anson Rd, #06-01,Springleaf Tower, Singapore 079909"
79,Sapienza University of Rome,"{""ru"":""Римский университет Ла Сапиенца"",""es"":""Universidad de Roma - La Sapienza"",""zh"":""罗马第一大学"",""ar"":""جامعة روما - لا سابينزا"",""fr"":""Université La Sapienza de Rome"",""de"":""Universität La Sapienza"",""ja"":""ローマ大学サピエンツァ校"",""ko"":""로마 라 사피엔자 대학"",""pt"":""Universidade la Sapienza de Roma"",""sl"":""Rimska univerza La Sapienza"",""ca"":""Universitat de Roma La Sapienza"",""it"":""Sapienza – Università di Roma""}","{""FundRef"":""501100004271"",""OrgRef"":""1222318"",""Wikidata"":""Q209344""}",http://www.uniroma1.it,http://en.wikipedia.org/wiki/Sapienza_University_of_Rome
80,University of Baghdad,"{""ar"":""جامعة بغداد""}","{""ISNI"":""0000 0001 2108 8169"",""FundRef"":""100008541"",""OrgRef"":""33484403"",""Wikidata"":""Q550376""}",http://www.uobaghdad.edu.iq,http://en.wikipedia.org/wiki/University_of_Baghdad
81,National University of Mongolia,"{""ru"":""Монгольский государственный университет"",""mn"":""Монгол Улсын Их Сургууль""}","{""ISNI"":""0000 0001 2324 0259"",""OrgRef"":""5525413"",""Wikidata"":""Q1349150""}",http://www.num.edu.mn,http://en.wikipedia.org/wiki/National_University_of_Mongolia
82,University of Cape Town,"{""ru"":""Кейптаунский университет"",""es"":""Universidad de Ciudad del Cabo"",""zh"":""开普敦大学"",""ar"":""جامعة كيب تاون"",""fr"":""Université de Cape Town"",""de"":""Universität Kapstadt"",""ja"":""ケープタウン大学"",""ko"":""케이프타운대학교"",""pt"":""Universidade da Cidade do Cabo""}","{""ISNI"":""0000 0004 1937 1151"",""FundRef"":""501100001338"",""OrgRef"":""23154259"",""Wikidata"":""Q951305""}",http://www.uct.ac.za,http://en.wikipedia.org/wiki/University_of_Cape_Town
83,University of Kinshasa,"{""fr"":""Université de Kinshasa""}","{""ISNI"":""0000 0000 9927 0991"",""OrgRef"":""6540670"",""Wikidata"":""Q774520""}",http://www.unikin.cd,http://en.wikipedia.org/wiki/University_of_Kinshasa
84,Cairo University,"{""ru"":""Каирский университет"",""es"":""Universidad de El Cairo"",""zh"":""开罗大学"",""ar"":""جامعة القاهرة"",""fr"":""Université du Caire"",""de"":""Universität Kairo"",""ja"":""カイロ大学"",""ko"":""카이로대학교"",""pt"":""Universidade do Cairo""}","{""ISNI"":""0000 0004 0639 9286"",""FundRef"":""501100006205"",""OrgRef"":""609874"",""Wikidata"":""Q194445""}",http://cu.edu.eg,http://en.wikipedia.org/wiki/Cairo_University
85,Istanbul University,"{""ru"":""Стамбульский университет"",""es"":""Universidad de Estambul"",""zh"":""伊斯坦布尔大学"",""ar"":""جامعة اسطنبول"",""fr"":""Université d’Istanbul"",""de"":""Universität Istanbul"",""ja"":""イスタンブル大学"",""ko"":""이스탄불대학교"",""pt"":""Universidade de Istambul"",""tr"":""İstanbul Üniversitesi""}","{""ISNI"":""0000 0001 2166 6619"",""FundRef"":""501100004006"",""OrgRef"":""699393"",""Wikidata"":""Q192964""}",http://www.istanbul.edu.tr,http://en.wikipedia.org/wiki/Istanbul_University
86,University of Tripoli,"{""it"":""Università di Tripoli"",""ar"":""جامعة طرابلس""}","{""ISNI"":""0000 0000 8728 1538"",""OrgRef"":""8615560"",""Wikidata"":""Q2529518""}",http://www.uot.edu.ly,http://en.wikipedia.org/wiki/University_of_Tripoli
87,University of Benghazi,"{""ar"":""جامعة بنغازي""}","{""ISNI"":""0000 0001 0668 6996"",""OrgRef"":""30864113"",""Wikidata"":""Q3134657""}",http://www.uob.edu.ly,http://en.wikipedia.org/wiki/University_of_Benghazi
88,University of Algiers Benyoucef Benkhedda,"{""ar"":""جامعة الجزائر""}","{""ISNI"":""0000 0001 0944 1265"",""OrgRef"":""5183392"",""Wikidata"":""Q1190852""}",http://www.univ-alger.dz,http://en.wikipedia.org/wiki/University_of_Algiers
89,Quezon City Polytechnic University,,"{""OrgRef"":""28747555"",""Wikidata"":""Q7271602""}",http://www.qcpu.ph,http://en.wikipedia.org/wiki/Quezon_City_Polytechnic_University
90,Complutense University of Madrid,"{""ru"":""Университет Комплутенсе в Мадриде"",""es"":""Universidad Complutense de Madrid"",""zh"":""马德里康普顿斯大学"",""ar"":""جامعة كومبلوتنسي بمدريد"",""fr"":""Université complutense de Madrid"",""de"":""Universität Complutense Madrid"",""ja"":""マドリード・コンプルテンセ大学"",""ko"":""마드리드 콤플루텐세 대학교"",""pt"":""Universidade Complutense de Madrid"",""gl"":""Universidade Complutense de Madrid"",""eu"":""Madrilgo Complutense Unibertsitatea""}","{""ISNI"":""0000 0001 2157 7667"",""FundRef"":""501100002911"",""OrgRef"":""90168"",""Wikidata"":""Q219694""}",http://www.ucm.es,http://en.wikipedia.org/wiki/Complutense_University_of_Madrid
91,National University of Distance Education,"{""es"":""Universidad Nacional de Educación a Distancia""}","{""ISNI"":""0000 0001 2308 8920"",""FundRef"":""501100005367"",""OrgRef"":""5028478"",""Wikidata"":""Q421739""}",http://www.uned.es,http://en.wikipedia.org/wiki/National_University_of_Distance_Education
92,University of Malaya,"{""ru"":""Университет Малайя"",""es"":""Universidad de Malaya"",""zh"":""马来亚大学"",""ar"":""جامعة مالايا"",""fr"":""Université de Malaya"",""de"":""Universität Malaya"",""ja"":""マラヤ大学"",""ko"":""말라야대학교"",""pt"":""Universidade da Malásia"",""th"":""มหาวิทยาลัยมาลายา"",""ta"":""மலாயா பல்கலைக்கழகம்"",""ms"":""Universiti Malaya""}","{""ISNI"":""0000 0001 2308 5949"",""FundRef"":""501100004781"",""OrgRef"":""286853"",""Wikidata"":""Q1142924""}",http://www.um.edu.my,http://en.wikipedia.org/wiki/University_of_Malaya
93,University of Barcelona,"{""ru"":""Университет Барселоны"",""es"":""Universidad de Barcelona"",""zh"":""巴塞罗那大学"",""ar"":""جامعة برشلونة"",""fr"":""Université de Barcelone"",""de"":""Universität Barcelona"",""ja"":""バルセロナ大学"",""ko"":""바르셀로나 대학"",""pt"":""Universidade de Barcelona"",""eu"":""Bartzelonako Unibertsitatea"",""ca"":""Universitat de Barcelona""}","{""ISNI"":""0000 0004 1937 0247"",""FundRef"":""501100006203"",""OrgRef"":""61406"",""Wikidata"":""Q219615""}",http://www.ub.edu,http://en.wikipedia.org/wiki/University_of_Barcelona
94,National University of Colombia,"{""es"":""Universidad Nacional de Colombia""}","{""ISNI"":""0000 0001 0286 3748"",""FundRef"":""501100002945"",""OrgRef"":""5400734"",""Wikidata"":""Q1150419""}",http://www.unal.edu.co,http://en.wikipedia.org/wiki/National_University_of_Colombia
